season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1449,Iowa,NA,NA,NA,Starting Lineup - Joe Toussaint,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Alfonso Plummer,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Coleman Hawkins,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1449,Iowa,NA,NA,NA,Starting Lineup - Patrick McCaffery,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1449,Iowa,NA,NA,NA,Starting Lineup - Filip Rebraca,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Kofi Cockburn,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Trent Frazier,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1443,Illinois,NA,NA,NA,Starting Lineup - Da'Monte Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1449,Iowa,NA,NA,NA,Starting Lineup - Jordan Bohannon,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
2021-22,2021-12-06,2383735,1,0,1,Iowa,Illinois,Hawkeyes,Fighting Illini,4,4,0,0,0,1449,Iowa,NA,NA,NA,Starting Lineup - Keegan Murray,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Joe Toussaint,Patrick McCaffery,Filip Rebraca,Jordan Bohannon,Keegan Murray,Alfonso Plummer,Coleman Hawkins,Kofi Cockburn,Trent Frazier,Da'Monte Williams
