season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1367,Creighton,NA,NA,NA,Starting Lineup - Alex O'Connell,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1304,UAPB,NA,NA,NA,Starting Lineup - Brahm Harris,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1367,Creighton,NA,NA,NA,Starting Lineup - Ryan Nembhard,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1304,UAPB,NA,NA,NA,Starting Lineup - Kylen Milton,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1304,UAPB,NA,NA,NA,Starting Lineup - Shawn Williams,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1304,UAPB,NA,NA,NA,Starting Lineup - Jaylan Thomas,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1367,Creighton,NA,NA,NA,Starting Lineup - Ryan Hawkins,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1367,Creighton,NA,NA,NA,Starting Lineup - Arthur Kaluma,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1304,UAPB,NA,NA,NA,Starting Lineup - Trey Sampson,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
2021-22,2021-11-09,2371525,1,0,1,Creighton,UAPB,Bluejays,Golden Lions,4,4,0,0,0,1367,Creighton,NA,NA,NA,Starting Lineup - Ryan Kalkbrenner,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Alex O'Connell,Ryan Nembhard,Ryan Hawkins,Arthur Kaluma,Ryan Kalkbrenner,Brahm Harris,Kylen Milton,Shawn Williams,Jaylan Thomas,Trey Sampson
