season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - DeJon Jarreau,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Justin Gorham,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Quentin Grimes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Reggie Chaney,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1436,Houston,NA,NA,NA,Starting Lineup - Marcus Sasser,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1661,Tulane,NA,NA,NA,Starting Lineup - Jordan Walker,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1661,Tulane,NA,NA,NA,Starting Lineup - R.J. McGee,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1661,Tulane,NA,NA,NA,Starting Lineup - Jaylen Forbes,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1661,Tulane,NA,NA,NA,Starting Lineup - Kevin Cross,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
2020-21,2021-03-12,2317174,1,1,1,Houston,Tulane,Cougars,Green Wave,4,4,0,0,0,1661,Tulane,NA,NA,NA,Starting Lineup - Sion James,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,DeJon Jarreau,Justin Gorham,Quentin Grimes,Reggie Chaney,Marcus Sasser,Jordan Walker,R.J. McGee,Jaylen Forbes,Kevin Cross,Sion James
